A sparse matrix
cols: 150, rows: 150
nonzeros: 1488
(101, 20, -1.46242)
(101, 23, -0.525081)
(101, 74, -0.8932)
(101, 83, -0.371366)
(101, 101, 8.30962)
(101, 113, -0.458655)
(101, 119, -0.179836)
(101, 131, -4.41906)
(102, 21, -0.941837)
(102, 24, -0.942236)
(102, 78, -0.40939)
(102, 87, -2.35711)
(102, 102, 9.40556)
(102, 117, -0.41791)
(102, 120, -1.61932)
(102, 129, -2.81896)
(102, 135, 0.101209)
(103, 22, -0.941837)
(103, 25, -0.942236)
(103, 79, -0.40939)
(103, 88, -2.35711)
(103, 103, 9.40556)
(103, 118, -0.41791)
(103, 121, -1.61932)
(103, 130, -2.81896)
(103, 136, 0.101209)
(104, 23, -0.941837)
(104, 26, -0.942236)
(104, 80, -0.40939)
(104, 89, -2.35711)
(104, 104, 9.40556)
(104, 119, -0.41791)
(104, 122, -1.61932)
(104, 131, -2.81896)
(104, 137, 0.101209)
(105, 24, -0.524974)
(105, 27, -1.46223)
(105, 84, -0.371086)
(105, 93, -0.892658)
(105, 105, 8.30954)
(105, 120, -0.17986)
(105, 123, -0.45894)
(105, 135, -4.41979)
(106, 25, -0.524974)
(106, 28, -1.46223)
(106, 85, -0.371086)
(106, 94, -0.892658)
(106, 106, 8.30954)
(106, 121, -0.17986)
(106, 124, -0.45894)
(106, 136, -4.41979)
(107, 26, -0.524974)
(107, 29, -1.46223)
(107, 86, -0.371086)
(107, 95, -0.892658)
(107, 107, 8.30954)
(107, 122, -0.17986)
(107, 125, -0.45894)
(107, 137, -4.41979)
(108, 27, -0.499303)
(108, 30, -0.833417)
(108, 69, -0.446697)
(108, 90, -0.290145)
(108, 108, 8.52783)
(108, 114, -0.330853)
(108, 123, -0.191944)
(108, 147, -5.93548)
(109, 28, -0.499303)
(109, 31, -0.833417)
(109, 70, -0.446697)
(109, 91, -0.290145)
(109, 109, 8.52783)
(109, 115, -0.330853)
(109, 124, -0.191944)
(109, 148, -5.93548)
(110, 29, -0.499303)
(110, 32, -0.833417)
(110, 71, -0.446697)
(110, 92, -0.290145)
(110, 110, 8.52783)
(110, 116, -0.330853)
(110, 125, -0.191944)
(110, 149, -5.93548)
(111, 18, -1.6565)
(111, 33, -2.81869)
(111, 96, -0.192632)
(111, 99, -0.458655)
(111, 111, 9.24638)
(111, 114, -0.0241181)
(111, 117, -0.406981)
(111, 129, -1.0048)
(111, 141, -2.68402)
(112, 19, -1.6565)
(112, 34, -2.81869)
(112, 97, -0.192632)
(112, 100, -0.458655)
(112, 112, 9.24638)
(112, 115, -0.0241181)
(112, 118, -0.406981)
(112, 130, -1.0048)
(112, 142, -2.68402)
(113, 20, -1.6565)
(113, 35, -2.81869)
(113, 98, -0.192632)
(113, 101, -0.458655)
(113, 113, 9.24638)
(113, 116, -0.0241181)
(113, 119, -0.406981)
(113, 131, -1.0048)
(113, 143, -2.68402)
(114, 30, -1.46172)
(114, 33, -2.9257)
(114, 96, -0.331348)
(114, 108, -0.330853)
(114, 111, -0.0241181)
(114, 114, 8.96254)
(114, 123, -0.0236479)
(114, 141, -1.93207)
(114, 147, -1.93309)
(115, 31, -1.46172)
(115, 34, -2.9257)
(115, 97, -0.331348)
(115, 109, -0.330853)
(115, 112, -0.0241181)
(115, 115, 8.96254)
(115, 124, -0.0236479)
(115, 142, -1.93207)
(115, 148, -1.93309)
(116, 32, -1.46172)
(116, 35, -2.9257)
(116, 98, -0.331348)
(116, 110, -0.330853)
(116, 113, -0.0241181)
(116, 116, 8.96254)
(116, 125, -0.0236479)
(116, 143, -1.93207)
(116, 149, -1.93309)
(117, 21, -0.546701)
(117, 33, -1.55351)
(117, 99, -0.179836)
(117, 102, -0.41791)
(117, 111, -0.406981)
(117, 117, 8.36302)
(117, 120, -1.03454)
(117, 129, -4.22353)
(118, 22, -0.546701)
(118, 34, -1.55351)
(118, 100, -0.179836)
(118, 103, -0.41791)
(118, 112, -0.406981)
(118, 118, 8.36302)
(118, 121, -1.03454)
(118, 130, -4.22353)
(119, 23, -0.546701)
(119, 35, -1.55351)
(119, 101, -0.179836)
(119, 104, -0.41791)
(119, 113, -0.406981)
(119, 119, 8.36302)
(119, 122, -1.03454)
(119, 131, -4.22353)
(120, 24, -0.546769)
(120, 33, -2.87872)
(120, 102, -1.61932)
(120, 105, -0.17986)
(120, 117, -1.03454)
(120, 120, 10.5165)
(120, 123, -0.406871)
(120, 129, 1.18391)
(120, 135, -5.03432)
(121, 25, -0.546769)
(121, 34, -2.87872)
(121, 103, -1.61932)
(121, 106, -0.17986)
(121, 118, -1.03454)
(121, 121, 10.5165)
(121, 124, -0.406871)
(121, 130, 1.18391)
(121, 136, -5.03432)
(122, 26, -0.546769)
(122, 35, -2.87872)
(122, 104, -1.61932)
(122, 107, -0.17986)
(122, 119, -1.03454)
(122, 122, 10.5165)
(122, 125, -0.406871)
(122, 131, 1.18391)
(122, 137, -5.03432)
(123, 27, -1.65564)
