A sparse matrix
cols: 150, rows: 150
nonzeros: 1488
(123, 33, -2.81886)
(123, 105, -0.45894)
(123, 108, -0.191944)
(123, 114, -0.0236479)
(123, 120, -0.406871)
(123, 123, 9.24638)
(123, 135, -1.00428)
(123, 147, -2.6862)
(124, 28, -1.65564)
(124, 34, -2.81886)
(124, 106, -0.45894)
(124, 109, -0.191944)
(124, 115, -0.0236479)
(124, 121, -0.406871)
(124, 124, 9.24638)
(124, 136, -1.00428)
(124, 148, -2.6862)
(125, 29, -1.65564)
(125, 35, -2.81886)
(125, 107, -0.45894)
(125, 110, -0.191944)
(125, 116, -0.0236479)
(125, 122, -0.406871)
(125, 125, 9.24638)
(125, 137, -1.00428)
(125, 149, -2.6862)
(126, 0, -0.656679)
(126, 6, -3.09976)
(126, 9, -1.83821)
(126, 36, -4.22129)
(126, 42, 0.752866)
(126, 51, -1.65077)
(126, 54, -4.73012)
(126, 72, -1.44117)
(126, 78, -1.17634)
(126, 81, -1.60126)
(126, 87, 0.475112)
(126, 126, 35.5979)
(126, 129, -5.33642)
(126, 132, -7.25442)
(126, 135, 1.66628)
(126, 138, -5.48577)
(126, 141, -0.55571)
(126, 144, 0.555799)
(127, 1, -0.656679)
(127, 7, -3.09976)
(127, 10, -1.83821)
(127, 37, -4.22129)
(127, 43, 0.752866)
(127, 52, -1.65077)
(127, 55, -4.73012)
(127, 73, -1.44117)
(127, 79, -1.17634)
(127, 82, -1.60126)
(127, 88, 0.475112)
(127, 127, 35.5979)
(127, 130, -5.33642)
(127, 133, -7.25442)
(127, 136, 1.66628)
(127, 139, -5.48577)
(127, 142, -0.55571)
(127, 145, 0.555799)
(128, 2, -0.656679)
(128, 8, -3.09976)
(128, 11, -1.83821)
(128, 38, -4.22129)
(128, 44, 0.752866)
(128, 53, -1.65077)
(128, 56, -4.73012)
(128, 74, -1.44117)
(128, 80, -1.17634)
(128, 83, -1.60126)
(128, 89, 0.475112)
(128, 128, 35.5979)
(128, 131, -5.33642)
(128, 134, -7.25442)
(128, 137, 1.66628)
(128, 140, -5.48577)
(128, 143, -0.55571)
(128, 146, 0.555799)
(129, 18, 0.734202)
(129, 21, -3.35905)
(129, 33, -1.70484)
(129, 72, -0.577906)
(129, 78, -1.14938)
(129, 81, -1.59297)
(129, 87, 1.4692)
(129, 99, -4.41906)
(129, 102, -2.81896)
(129, 111, -1.0048)
(129, 117, -4.22353)
(129, 120, 1.18391)
(129, 126, -5.33642)
(129, 129, 33.4535)
(129, 135, -6.17351)
(129, 141, -5.03669)
(129, 147, 0.556336)
(130, 19, 0.734202)
(130, 22, -3.35905)
(130, 34, -1.70484)
(130, 73, -0.577906)
(130, 79, -1.14938)
(130, 82, -1.59297)
(130, 88, 1.4692)
(130, 100, -4.41906)
(130, 103, -2.81896)
(130, 112, -1.0048)
(130, 118, -4.22353)
(130, 121, 1.18391)
(130, 127, -5.33642)
(130, 130, 33.4535)
(130, 136, -6.17351)
(130, 142, -5.03669)
(130, 148, 0.556336)
(131, 20, 0.734202)
(131, 23, -3.35905)
(131, 35, -1.70484)
(131, 74, -0.577906)
(131, 80, -1.14938)
(131, 83, -1.59297)
(131, 89, 1.4692)
(131, 101, -4.41906)
(131, 104, -2.81896)
(131, 113, -1.0048)
(131, 119, -4.22353)
(131, 122, 1.18391)
(131, 128, -5.33642)
(131, 131, 33.4535)
(131, 137, -6.17351)
(131, 143, -5.03669)
(131, 149, 0.556336)
(132, 0, 0.455543)
(132, 9, 0.210949)
(132, 12, -3.10084)
(132, 51, -1.6501)
(132, 57, -4.22139)
(132, 60, -4.73094)
(132, 63, 0.752459)
(132, 84, -1.60156)
(132, 87, -1.46398)
(132, 93, -0.330001)
(132, 126, -7.25442)
(132, 132, 35.6404)
(132, 135, -7.38389)
(132, 138, 0.000256571)
(132, 141, 2.22176)
(132, 144, -7.54427)
(133, 1, 0.455543)
(133, 10, 0.210949)
(133, 13, -3.10084)
(133, 52, -1.6501)
(133, 58, -4.22139)
(133, 61, -4.73094)
(133, 64, 0.752459)
(133, 85, -1.60156)
(133, 88, -1.46398)
(133, 94, -0.330001)
(133, 127, -7.25442)
(133, 133, 35.6404)
(133, 136, -7.38389)
(133, 139, 0.000256571)
(133, 142, 2.22176)
(133, 145, -7.54427)
(134, 2, 0.455543)
(134, 11, 0.210949)
(134, 14, -3.10084)
(134, 53, -1.6501)
(134, 59, -4.22139)
(134, 62, -4.73094)
(134, 65, 0.752459)
(134, 86, -1.60156)
(134, 89, -1.46398)
(134, 95, -0.330001)
(134, 128, -7.25442)
(134, 134, 35.6404)
(134, 137, -7.38389)
(134, 140, 0.000256571)
(134, 143, 2.22176)
(134, 146, -7.54427)
(135, 24, -3.35929)
(135, 27, 0.734333)
(135, 33, 0.636805)
(135, 84, -1.59391)
(135, 87, -2.32512)
(135, 93, -1.69054)
(135, 102, 0.101209)
(135, 105, -4.41979)
(135, 120, -5.03432)
(135, 123, -1.00428)
(135, 126, 1.66628)
(135, 129, -6.17351)
(135, 132, -7.38389)
(135, 135, 35.4376)
(135, 141, -2.22179)
(135, 144, 1.66693)
(135, 147, -5.03669)
(136, 25, -3.35929)
(136, 28, 0.734333)
(136, 34, 0.636805)
(136, 85, -1.59391)
(136, 88, -2.32512)
(136, 94, -1.69054)
(136, 103, 0.101209)
(136, 106, -4.41979)
(136, 121, -5.03432)
(136, 124, -1.00428)
(136, 127, 1.66628)
(136, 130, -6.17351)
(136, 133, -7.38389)
(136, 136, 35.4376)
(136, 142, -2.22179)
(136, 145, 1.66693)
(136, 148, -5.03669)
(137, 26, -3.35929)
(137, 29, 0.734333)
(137, 35, 0.636805)
(137, 86, -1.59391)
(137, 89, -2.32512)
(137, 95, -1.69054)
(137, 104, 0.101209)
(137, 107, -4.41979)
(137, 122, -5.03432)
(137, 125, -1.00428)
(137, 128, 1.66628)
(137, 131, -6.17351)
(137, 134, -7.38389)
(137, 137, 35.4376)
(137, 143, -2.22179)
(137, 146, 1.66693)
(137, 149, -5.03669)
(138, 0, 1.07141)
(138, 3, -4.32964)
(138, 36, 0.633955)
(138, 39, -5.51064)
(138, 42, -4.91901)
(138, 45, -2.13346)
(138, 66, -1.64878)
(138, 69, 1.50534)
(138, 72, 0.793093)
(138, 75, -1.91819)
(138, 126, -5.48577)
(138, 132, 0.000256571)
(138, 138, 33.7443)
(138, 141, -5.97092)
(138, 144, -5.83198)
(139, 1, 1.07141)
(139, 4, -4.32964)
(139, 37, 0.633955)
(139, 40, -5.51064)
(139, 43, -4.91901)
(139, 46, -2.13346)
(139, 67, -1.64878)
(139, 70, 1.50534)
(139, 73, 0.793093)
(139, 76, -1.91819)
(139, 127, -5.48577)
(139, 133, 0.000256571)
(139, 139, 33.7443)
(139, 142, -5.97092)
(139, 145, -5.83198)
(140, 2, 1.07141)
(140, 5, -4.32964)
(140, 38, 0.633955)
(140, 41, -5.51064)
(140, 44, -4.91901)
(140, 47, -2.13346)
(140, 68, -1.64878)
(140, 71, 1.50534)
(140, 74, 0.793093)
(140, 77, -1.91819)
(140, 128, -5.48577)
(140, 134, 0.000256571)
(140, 140, 33.7443)
(140, 143, -5.97092)
(140, 146, -5.83198)
(141, 18, -3.52848)
(141, 30, -2.17762)
(141, 33, 0.902939)
(141, 66, -1.68552)
(141, 69, 0.306148)
(141, 72, -0.105961)
(141, 75, -1.94402)
(141, 96, -5.93298)
(141, 111, -2.68402)
(141, 114, -1.93207)
(141, 126, -0.55571)
(141, 129, -5.03669)
(141, 132, 2.22176)
(141, 135, -2.22179)
(141, 138, -5.97092)
(141, 141, 35.3573)
(141, 144, -0.459648)
(141, 147, -4.55274)
(142, 19, -3.52848)
(142, 31, -2.17762)
(142, 34, 0.902939)
(142, 67, -1.68552)
(142, 70, 0.306148)
(142, 73, -0.105961)
(142, 76, -1.94402)
(142, 97, -5.93298)
(142, 112, -2.68402)
(142, 115, -1.93207)
(142, 127, -0.55571)
(142, 130, -5.03669)
(142, 133, 2.22176)
(142, 136, -2.22179)
(142, 139, -5.97092)
(142, 142, 35.3573)
(142, 145, -0.459648)
(142, 148, -4.55274)
(143, 20, -3.52848)
(143, 32, -2.17762)
(143, 35, 0.902939)
(143, 68, -1.68552)
(143, 71, 0.306148)
(143, 74, -0.105961)
(143, 77, -1.94402)
(143, 98, -5.93298)
(143, 113, -2.68402)
(143, 116, -1.93207)
(143, 128, -0.55571)
(143, 131, -5.03669)
(143, 134, 2.22176)
(143, 137, -2.22179)
(143, 140, -5.97092)
(143, 143, 35.3573)
(143, 146, -0.459648)
(143, 149, -4.55274)
(144, 0, -1.26629)
(144, 15, -4.33087)
(144, 39, 1.2218)
(144, 45, -1.63485)
(144, 48, -4.71274)
(144, 57, 0.633342)
(144, 63, -4.92028)
(144, 69, -2.83339)
(144, 90, -1.91874)
(144, 93, -0.318174)
(144, 126, 0.555799)
(144, 132, -7.54427)
(144, 135, 1.66693)
(144, 138, -5.83198)
(144, 141, -0.459648)
(144, 144, 35.3684)
(144, 147, -3.67499)
(145, 1, -1.26629)
(145, 16, -4.33087)
(145, 40, 1.2218)
(145, 46, -1.63485)
(145, 49, -4.71274)
(145, 58, 0.633342)
(145, 64, -4.92028)
(145, 70, -2.83339)
(145, 91, -1.91874)
(145, 94, -0.318174)
(145, 127, 0.555799)
(145, 133, -7.54427)
(145, 136, 1.66693)
(145, 139, -5.83198)
(145, 142, -0.459648)
(145, 145, 35.3684)
(145, 148, -3.67499)
(146, 2, -1.26629)
(146, 17, -4.33087)
(146, 41, 1.2218)
(146, 47, -1.63485)
(146, 50, -4.71274)
(146, 59, 0.633342)
(146, 65, -4.92028)
(146, 71, -2.83339)
(146, 92, -1.91874)
(146, 95, -0.318174)
(146, 128, 0.555799)
(146, 134, -7.54427)
(146, 137, 1.66693)
(146, 140, -5.83198)
(146, 143, -0.459648)
(146, 146, 35.3684)
(146, 149, -3.67499)
(147, 27, -3.53007)
(147, 30, -0.276579)
(147, 33, -0.20981)
(147, 69, -1.78681)
(147, 90, -1.94406)
(147, 93, 1.00619)
(147, 108, -5.93548)
(147, 114, -1.93309)
(147, 123, -2.6862)
(147, 129, 0.556336)
(147, 135, -5.03669)
(147, 141, -4.55274)
(147, 144, -3.67499)
(147, 147, 30.004)
(148, 28, -3.53007)
(148, 31, -0.276579)
(148, 34, -0.20981)
(148, 70, -1.78681)
(148, 91, -1.94406)
(148, 94, 1.00619)
(148, 109, -5.93548)
(148, 115, -1.93309)
(148, 124, -2.6862)
(148, 130, 0.556336)
(148, 136, -5.03669)
(148, 142, -4.55274)
(148, 145, -3.67499)
(148, 148, 30.004)
(149, 29, -3.53007)
(149, 32, -0.276579)
(149, 35, -0.20981)
(149, 71, -1.78681)
(149, 92, -1.94406)
(149, 95, 1.00619)
(149, 110, -5.93548)
(149, 116, -1.93309)
(149, 125, -2.6862)
(149, 131, 0.556336)
(149, 137, -5.03669)
(149, 143, -4.55274)
(149, 146, -3.67499)
(149, 149, 30.004)
